variable,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
industrial_production,0.5292807834878861,0.020131159422620264,-0.1636647113391093,0.043319511829705025,0.0028547214482775606,0.09343031372919666,0.6629599396928386,-0.4924841278785101
retail_sales,0.4751303806547571,-0.09295601118689223,-0.051458587838272445,0.16763280318319057,0.4256394073525049,0.6292991093727367,-0.28622026422998637,0.27523307321819174
real_personal_income,0.42628639715958494,0.07450544971812727,-0.558996674830615,-0.3649455342584522,0.08238773668222318,-0.4998680393044254,-0.31989858652095426,0.08986333279127069
mfg_new_orders,0.41941101719988216,-0.06951086153361342,0.2645164012708731,0.6526674151430509,-0.39503650021118986,-0.3347346496234404,-0.23157587632427212,0.03988043124670273
housing_starts,0.3552372585331698,-0.09790842234646015,0.6986583908620115,-0.6027668024749266,-0.08027704646918364,-0.045241741621710754,-0.014706140330392853,0.06373049315300296
capacity_utilization,0.0984305653814661,0.5979254304559629,-0.06528719320064892,-0.02284115103792054,-0.3093638823789013,0.10421264890969754,0.3460853406498731,0.6337752888129352
unemployment_rate,0.02144574415896198,0.6008775683521158,0.017974051332919173,-0.09373126101234103,-0.27395088519853805,0.30491569919276834,-0.4467002930091601,-0.5116774269075077
pmi_proxy,-0.012052960771806736,0.5024105520334985,0.3088861210021697,0.19551874536610517,0.6919406523741117,-0.3570117505777799,0.05538141567800572,-0.06703573780979256
